iter	Logloss
165	0.5216201115
166	0.5213603246
167	0.5210569849
168	0.5206736586
169	0.5201600627
170	0.5197900724
171	0.5194349425
172	0.5190603972
173	0.5188261543
174	0.5184518405
175	0.5181605672
176	0.5178094445
177	0.5175063948
178	0.5171894213
179	0.5167332087
180	0.51649816
181	0.5161587963
182	0.5159299043
183	0.5155897877
184	0.515216284
185	0.5148403553
186	0.5144860686
187	0.5140668998
188	0.5137966178
189	0.5135137749
190	0.5131927881
191	0.5129214133
192	0.5124866726
193	0.5122668993
194	0.5120659156
195	0.5117793674
196	0.5114542135
197	0.5111359348
198	0.5109307681
199	0.5106715674
200	0.5103728525
201	0.5100696699
202	0.5098812908
203	0.5096267157
204	0.5092769344
205	0.5091128062
206	0.5087910051
207	0.5085293199
208	0.5082685136
209	0.5080051873
210	0.5078228248
211	0.5076052635
212	0.5073915146
213	0.507185747
214	0.5069018841
215	0.5066508215
216	0.5064606303
217	0.506260133
218	0.5061009217
219	0.5058635785
220	0.5056657444
221	0.5054418618
222	0.5052272164
223	0.5050750839
224	0.5048499294
225	0.5046196521
226	0.5044341955
227	0.5041598784
228	0.5039386617
229	0.5037198814
230	0.5034807492
231	0.5032373511
232	0.5030877844
233	0.5028253912
234	0.5026412163
235	0.5025026034
236	0.5023318875
237	0.5021469769
238	0.5018269735
239	0.5016238416
240	0.5014800642
241	0.501126961
242	0.5008284198
243	0.5006294511
244	0.5003933663
245	0.500195958
246	0.4998974901
247	0.4995888278
248	0.4992969369
249	0.4990660838
250	0.4989248637
251	0.4987070597
252	0.4984402425
253	0.4981609324
254	0.4979385643
255	0.4977839409
256	0.4975987728
257	0.4973488514
258	0.4971795614
259	0.4970391782
260	0.4967378436
261	0.4964951578
262	0.4961451072
263	0.4958926124
264	0.4957285083
265	0.4955130601
266	0.4953436816
267	0.4951906999
268	0.4950281191
269	0.4947860189
270	0.4945480155
271	0.4943979108
272	0.494209593
273	0.493941334
274	0.4938130273
275	0.4936356052
276	0.4935041697
277	0.4933101806
278	0.4931100806
279	0.4930009081
280	0.4928455396
281	0.4926402058
282	0.4924838672
283	0.4923113102
284	0.4920928711
285	0.4918095445
286	0.4915333246
287	0.4913395498
288	0.4911214038
289	0.4908842007
290	0.4906907236
291	0.49050588
292	0.4902790637
293	0.490009412
294	0.489833393
295	0.489703251
296	0.4895394092
297	0.4894427539
298	0.4892890468
299	0.4890065648
300	0.4888735071
301	0.4887537792
302	0.4885712721
303	0.4883460216
304	0.4881874199
305	0.4880438437
306	0.4878446748
307	0.487665477
308	0.4875107595
309	0.48740952
310	0.4872861038
311	0.4871656609
312	0.4870044837
313	0.4868610947
314	0.4866520742
315	0.4864957953
316	0.486350033
317	0.4861958929
318	0.4860342875
319	0.4858834204
320	0.4856179967
321	0.4854471008
322	0.4853169424
323	0.4850755304
324	0.4848907865
325	0.4847146898
326	0.4844890212
327	0.4844038115
328	0.4842893589
329	0.48403416
330	0.4838606725
331	0.483774772
332	0.4835718339
333	0.4834075587
334	0.4833187674
335	0.4831667785
336	0.4829988908
337	0.4828318032
338	0.482746402
339	0.4825147589
340	0.4823383974
341	0.4821352203
342	0.4820187803
343	0.4819457077
344	0.4818815219
345	0.4817199995
346	0.4816144958
347	0.4814422737
348	0.4813015931
349	0.4811748505
350	0.4810289427
351	0.480830342
352	0.4806805907
353	0.480561132
354	0.4804128372
355	0.4802968791
356	0.480236911
357	0.4801446776
358	0.4800039892
359	0.4798636589
360	0.479672581
361	0.4795978479
362	0.4793552436
363	0.4792175441
364	0.4790889588
365	0.4789307014
366	0.4788151691
367	0.4786662695
368	0.47846466
369	0.4783646056
370	0.4782388566
371	0.4781015717
372	0.4779091841
373	0.4777338948
374	0.4775747982
375	0.4773375212
376	0.4772286629
377	0.4770338598
378	0.4767304435
379	0.4765968292
380	0.4765019231
381	0.4764047562
382	0.4762978011
383	0.4761180623
384	0.4760168835
385	0.4759623364
386	0.4758740151
387	0.4757062298
388	0.4756132865
389	0.4754420891
390	0.4752456547
391	0.4750423342
392	0.4748788673
393	0.4746891833
394	0.4746024651
395	0.4744941597
396	0.4743125633
397	0.4741195577
398	0.473998779
399	0.4738664894
400	0.4737185435
401	0.4735523287
402	0.4734160928
403	0.4732058404
404	0.4730434741
405	0.4729544033
406	0.4728271277
407	0.4727387477
408	0.4725977886
409	0.4724647526
410	0.4723572116
411	0.4722731891
412	0.4721175648
413	0.4719260787
414	0.4717079908
415	0.4714791594
416	0.4712506236
417	0.4711122805
418	0.4709925134
419	0.4708948312
420	0.4708274484
421	0.4707094802
422	0.4705834294
423	0.4703969673
424	0.4702846372
425	0.4701706171
426	0.4699814111
427	0.4698239026
428	0.4696482579
429	0.4694917175
430	0.4693068241
431	0.4691784853
432	0.4690469556
433	0.468904835
434	0.4688055721
435	0.4686283976
436	0.4684442856
437	0.4683235696
438	0.4682539644
439	0.4680862421
440	0.4679863376
441	0.4678568699
442	0.4677666851
443	0.4675527297
444	0.4674196306
445	0.4673110726
446	0.4671858279
447	0.4670137548
448	0.4668472816
449	0.4666755903
450	0.466555538
451	0.4664521351
452	0.4662194597
453	0.4659809484
454	0.4657953007
455	0.4656866155
456	0.4655672501
457	0.4654286536
458	0.465258412
459	0.4650671069
460	0.4649373552
461	0.4648098327
462	0.4647180812
463	0.4646036408
464	0.4645400885
465	0.4643666799
466	0.4643098312
467	0.4642056369
468	0.464142511
469	0.4640717461
470	0.4640129488
471	0.4639126829
472	0.4638412751
473	0.4637335406
474	0.4636483466
475	0.4634747941
476	0.4632262073
477	0.4631506931
478	0.462964788
479	0.462775163
480	0.4626903403
481	0.4625178567
482	0.4623937338
483	0.4622825087
484	0.4621783178
485	0.462140942
486	0.4619604961
487	0.4617406882
488	0.4615657491
489	0.4614327121
490	0.4613083337
491	0.4611909927
492	0.4610886195
493	0.4609262756
494	0.4607812546
495	0.4606819692
496	0.4605466877
497	0.4604311242
498	0.4603408081
499	0.4602601166
500	0.4601825458
501	0.4600042428
502	0.4599134067
503	0.4598512851
504	0.4597469926
505	0.4595943727
506	0.4594913825
507	0.4594094886
508	0.4593360624
509	0.459067713
510	0.459005397
511	0.4589502404
512	0.4588538493
513	0.4587749055
514	0.4585471827
515	0.458447043
516	0.4583223568
517	0.4582172858
518	0.4581124398
519	0.4580073523
520	0.4578933776
521	0.4578020051
522	0.4576353014
523	0.4575763313
524	0.4574421418
525	0.4573257589
526	0.4572513012
527	0.4571604137
528	0.4569792036
529	0.4568684517
530	0.4567510136
531	0.4566331314
532	0.4565202716
533	0.456469152
534	0.4563705403
535	0.4563012723
536	0.4561833082
537	0.4560227358
538	0.4558167478
539	0.4556765672
540	0.4555114284
541	0.4553685802
542	0.4551987041
543	0.455081387
544	0.4550172619
545	0.4548195561
546	0.4547056775
547	0.4545377686
548	0.4544219598
549	0.454279951
550	0.454154327
551	0.454061882
552	0.4539309621
553	0.453789482
554	0.4536657594
555	0.4535647513
556	0.4534805001
557	0.4533731403
558	0.4531658911
559	0.4529995967
560	0.4528635961
561	0.4527093513
562	0.4526375804
563	0.4525875747
564	0.4525056744
565	0.4522632186
566	0.4521140207
567	0.4519602086
568	0.4519024882
569	0.4518229117
570	0.4517479246
571	0.4516728117
572	0.4515323163
573	0.4513555874
574	0.4511679362
575	0.4510772366
576	0.4509578235
577	0.4508494017
578	0.4507703382
579	0.4506273283
580	0.4505239357
581	0.4504450009
582	0.4503073805
583	0.450227542
584	0.4500842775
585	0.4500236953
586	0.4499526836
587	0.4497584085
588	0.4496551711
589	0.4495572866
590	0.4494467985
591	0.4493578488
592	0.4491396876
593	0.4489370599
594	0.448859166
595	0.4487069556
596	0.4486103553
597	0.4485434662
598	0.4484157272
599	0.4483709541
600	0.4482023997
601	0.4480916384
602	0.4480347039
603	0.4478990336
604	0.4477493282
605	0.4475525999
606	0.4473733378
607	0.4472849332
608	0.4471691979
609	0.4470161913
610	0.4468504774
611	0.4467451689
612	0.4466127193
613	0.4465469396
614	0.4464389662
615	0.4463487847
616	0.4462104709
617	0.4461448609
618	0.4460725728
619	0.4459920873
620	0.4458712336
621	0.4457498604
622	0.4456181597
623	0.4455287334
624	0.4453986541
625	0.4452849732
626	0.4451330262
627	0.4450640035
628	0.4449914687
629	0.4448765372
630	0.444839847
631	0.4447282883
632	0.4445771293
633	0.4444036376
634	0.4443292082
635	0.4442147328
636	0.4441230076
637	0.4440028634
638	0.4438869868
639	0.4438198015
640	0.4437747107
641	0.4436634926
642	0.4436193427
643	0.443544162
644	0.4434264473
645	0.4433624349
646	0.4432736777
647	0.4431830036
648	0.4431269694
649	0.4430500123
650	0.4429791769
651	0.4428884049
652	0.4428105039
653	0.4427155213
654	0.4426355862
655	0.442555786
656	0.4424818349
657	0.4424089973
658	0.4423088676
659	0.4422235333
660	0.442158414
661	0.4420786669
662	0.4419730906
663	0.4419092479
664	0.4418620918
665	0.4417610336
666	0.4416455383
667	0.4414462118
668	0.4413663975
669	0.4412670993
670	0.4411808784
671	0.4410436181
672	0.4410046298
673	0.4409475292
674	0.4408121114
675	0.4407284632
676	0.440670801
677	0.4405895537
678	0.4405180575
679	0.440418822
680	0.4402622436
681	0.4401166318
682	0.4399516079
683	0.4398890776
684	0.4398421886
685	0.4396811321
686	0.4395526681
687	0.4394691268
688	0.4393382983
689	0.4392818599
690	0.43921017
691	0.4390984334
692	0.4390051445
693	0.438856689
694	0.4387915359
695	0.4387017523
696	0.4385118844
697	0.4384208065
698	0.4383705604
699	0.4383104971
700	0.4382021689
701	0.4381078274
702	0.4379889923
703	0.4378122253
704	0.4376240557
705	0.4375291804
706	0.4374105191
707	0.4372414667
708	0.4371573386
709	0.4370350789
710	0.4369145144
711	0.4368455725
712	0.4367842645
713	0.4366647436
714	0.4365533236
715	0.4363916341
716	0.4362185018
717	0.4359826256
718	0.4358711744
719	0.4357234329
720	0.4356272423
721	0.4355442765
722	0.4354822318
723	0.4354419336
724	0.4352979806
725	0.4351641894
726	0.4350691766
727	0.4349828466
728	0.4348144792
729	0.4347047094
730	0.4346539437
731	0.4345931455
732	0.4345004363
733	0.4343106942
734	0.4341984249
735	0.4341077991
736	0.4340664772
737	0.4339533846
738	0.4339228034
739	0.4338394373
740	0.4336496617
741	0.4334434772
742	0.4334038052
743	0.4333062374
744	0.433141996
745	0.4330315422
746	0.432935941
747	0.4328264929
748	0.4327484435
749	0.4326732688
750	0.4324726835
751	0.4323470988
752	0.4322904656
753	0.4321891613
754	0.4321245165
755	0.4320333544
756	0.4319207839
757	0.4317622514
758	0.4316539085
759	0.4315855635
760	0.4314926226
761	0.4314191833
762	0.4313773381
763	0.431291163
764	0.4311979658
765	0.4311252125
766	0.4309682382
767	0.4308618175
768	0.4307536399
769	0.4306632444
770	0.430536373
771	0.4304639652
772	0.4302789897
773	0.4301699847
774	0.4300878711
775	0.4298699345
776	0.4297820874
777	0.4297036704
778	0.4296185546
779	0.4295528681
780	0.4294719534
781	0.4293747611
782	0.4293015681
783	0.4291732598
784	0.4290717809
785	0.4289209959
786	0.4288258961
787	0.4287075963
788	0.4286694022
789	0.4284709769
790	0.4283807012
791	0.4282373365
792	0.4281573575
793	0.4280220633
794	0.4280005052
795	0.4278757938
796	0.4277380899
797	0.4277125348
798	0.4276782701
799	0.4276057067
800	0.4274991836
801	0.4274961551
802	0.4273256367
803	0.4271993449
804	0.4271036996
805	0.4269907595
806	0.4268808517
807	0.426800178
808	0.4265945859
809	0.4264831314
810	0.426320959
811	0.4262255918
812	0.4261810366
813	0.426081446
814	0.4260431715
815	0.4259850547
816	0.4259251281
817	0.4257798549
818	0.4257028443
819	0.4255247909
820	0.425462697
821	0.425378911
822	0.4252827795
823	0.4251534896
824	0.4250042124
825	0.4249164641
826	0.4248074488
827	0.4246779329
828	0.4245910474
829	0.4244763552
830	0.4243548774
831	0.4241807848
832	0.4240041572
833	0.4238398775
834	0.4237127354
835	0.4236367553
836	0.4235299129
837	0.4234882508
838	0.4234039007
839	0.4232371491
840	0.4230885601
841	0.4229813194
842	0.422900421
843	0.422811985
844	0.4227143459
845	0.4226214009
846	0.4225082904
847	0.4224242846
848	0.422321764
849	0.422276986
850	0.4221525351
851	0.4220427205
852	0.4219142555
853	0.4218354558
854	0.4217718022
855	0.4216100147
856	0.4215120146
857	0.4213903916
858	0.4213205698
859	0.4212121026
860	0.4211341411
861	0.4210565668
862	0.4209600843
863	0.4208530478
864	0.4207770851
865	0.4206941342
866	0.4206650512
867	0.4206119305
868	0.4205154808
869	0.4204539201
870	0.4203115436
871	0.4201971001
872	0.4200826315
873	0.4199458575
874	0.4198979072
875	0.4197805888
876	0.4197369143
877	0.4196751698
878	0.4195119455
879	0.419415453
880	0.4193256465
881	0.4192317136
882	0.4191662776
883	0.419071909
884	0.4189050529
885	0.4187037644
886	0.418610802
887	0.4184772386
888	0.4182572958
889	0.4181943822
890	0.4180022169
891	0.4179474596
892	0.4178244685
893	0.4176521762
894	0.4175739415
895	0.4174717445
896	0.4173351254
897	0.41723355
898	0.4171655386
899	0.4171144676
900	0.4170386145
901	0.4168937856
902	0.4167822006
903	0.4166914447
904	0.4165834609
905	0.4164434647
906	0.4163386524
907	0.4162833671
908	0.416170139
909	0.4160336274
910	0.4158693694
911	0.415770432
912	0.4155808251
913	0.4155161104
914	0.415418555
915	0.4152989848
916	0.4151636773
917	0.4150224252
918	0.414897068
919	0.4148287748
920	0.4147308655
921	0.4145592172
922	0.4143522663
923	0.4141891287
924	0.4141036209
925	0.4139954068
926	0.4138897551
927	0.4137899679
928	0.4136385039
929	0.4135375157
930	0.4134870218
931	0.4134051975
932	0.4132438224
933	0.4131022
934	0.4129959686
935	0.4129133395
936	0.4128062255
937	0.4127418551
938	0.4126292928
939	0.4125511271
940	0.4124670172
941	0.4123609987
942	0.4122366264
943	0.4121836445
944	0.4120708477
945	0.4119620534
946	0.4118369466
947	0.4117286985
948	0.4115376922
949	0.4114648335
950	0.4113634366
951	0.4112409616
952	0.4111164429
953	0.4109843801
954	0.4108502533
955	0.4106881147
956	0.4105848117
957	0.4105035766
958	0.4103738876
959	0.4102756916
960	0.4101042244
961	0.4100261121
962	0.4099791735
963	0.4098391923
964	0.4097416214
965	0.4096574314
966	0.4095588082
967	0.4095053355
968	0.4094101332
969	0.4093598245
970	0.4092945343
971	0.4091840378
972	0.4090732455
973	0.4089050846
974	0.4087477974
975	0.408569933
976	0.4083905386
977	0.4082446544
978	0.4081103037
979	0.4080001191
980	0.4078325806
981	0.4076213181
982	0.4075239148
983	0.4073847562
984	0.4072669333
985	0.4071860523
986	0.4070584009
987	0.4068828682
988	0.406792307
989	0.4066663255
990	0.4066383291
991	0.4064832162
992	0.4064410762
993	0.4063352939
994	0.4062555489
995	0.4060501715
996	0.405886628
997	0.405770235
998	0.4056553815
999	0.4055166543
